"price","latitude","longitude","accommodates","bathrooms","bedrooms","minimum_nights","number_of_reviews","review_scores_rating","review_scores_location","review_scores_value"
60,51.53873,-0.06315,2,1,1,3,11,100,10,10
75,51.49581,-0.10515,2,1.5,1,2,41,100,10,10
90,51.49106,-0.11637,3,1,1,1,55,93,9,9
25,51.57883,0.12529,2,1,1,7,39,97,9,10
22,51.58679,-0.01122,1,1,1,1,5,92,10,10
58,51.54005,-0.06719,2,1,1,7,3,87,9,9
35,51.4643,-0.02183,3,1,1,2,3,100,10,10
190,51.49882,-0.30479,8,2.5,4,2,51,98,10,10
31,51.5265,-0.07328,2,1,1,6,7,91,10,10
45,51.49934,-0.30566,2,2.5,1,2,15,100,10,10
42,51.56668,-0.19493,2,1,1,2,33,100,10,10
99,51.54591,-0.22732,6,1,1,2,58,93,9,9
19,51.6628,-0.03251,1,1,1,3,29,86,8,9
46,51.5594,-0.08234,1,1,1,1,1,100,10,10
45,51.58595,-0.07778,4,1.5,2,12,1,80,6,8
60,51.48725,-0.18033,2,1,1,1,1,40,10,10
36,51.47896,-0.09743,2,1,1,1,23,98,9,10
28,51.57185,-0.29708,6,2,3,1,74,90,10,9
85,51.50729,-0.21748,4,1,1,3,13,100,9,10
35,51.42404,-0.19109,2,1,1,2,13,100,10,10
22,51.48576,0.0993,2,1,1,3,65,99,9,10
150,51.55423,-0.05407,4,1,2,2,1,100,10,10
55,51.57576,-0.07204,4,1,2,3,15,96,9,10
60,51.54131,-0.13805,1,1,1,1,1,20,6,2
55,51.48077,-0.10994,2,1,1,6,25,94,9,9
80,51.44627,-0.00221,4,1,2,2,9,98,9,10
20,51.46493,-0.12626,1,1,1,7,11,98,10,10
75,51.46677,-0.11629,4,1.5,1,2,56,97,10,10
30,51.61001,-0.11134,2,1,1,1,32,99,9,10
90,51.49578,-0.01709,2,1,1,2,26,94,10,9
35,51.46808,-0.12093,2,1,1,1,21,90,9,9
65,51.43104,-0.10673,4,1,1,3,4,90,10,10
110,51.52106,-0.11085,3,1,1,7,13,100,10,10
201,51.52382,-0.08691,4,0,2,3,18,95,10,10
250,51.54026,-0.18758,6,2,3,3,4,75,9,7
75,51.51721,0.0113,4,1,1,4,1,100,10,10
79,51.47454,-0.09121,2,1,1,3,25,96,9,10
30,51.55669,-0.28571,1,1,1,1,1,100,10,10
40,51.46861,-0.12469,2,1,1,1,10,98,10,10
130,51.55739,-0.08317,6,1,2,1,30,90,10,9
79,51.54992,-0.16208,5,2.5,1,1,4,100,10,10
133,51.49184,-0.16982,3,1,2,5,29,94,10,9
29,51.53151,-0.03963,1,1,1,1,2,90,10,10
110,51.49623,-0.1029,2,1.5,1,2,19,99,10,10
79,51.48585,0.01932,4,2,2,2,33,98,9,10
145,51.47421,-0.18089,2,1,1,3,9,100,10,10
180,51.49073,-0.23236,4,1,2,6,12,98,10,10
150,51.5552,-0.15937,5,2,2,1,38,98,10,9
28,51.44124,-0.31882,2,2,1,2,16,91,10,9
24,51.4368,-0.11096,1,1,1,3,38,96,9,10
64,51.52614,-0.19379,2,1,1,3,63,94,9,9
90,51.56186,-0.06134,4,1,2,2,2,100,6,8
63,51.52828,0.03073,2,1,1,1,1,100,10,10
120,51.46731,-0.0997,2,1,1,4,15,93,9,9
80,51.45974,-0.1321,2,1,1,2,6,100,10,10
34,51.56126,-0.13499,1,1,1,3,6,93,9,9
22,51.49214,0.11112,1,1,1,7,2,80,7,8
62,51.4975,-0.07051,1,1,1,1,39,99,10,10
100,51.51343,-0.13056,4,1,1,3,6,93,10,9
54,51.48545,-0.2079,2,1,1,1,75,98,10,10
143,51.50747,-0.09741,6,1,2,1,57,95,10,9
35,51.49293,-0.09234,3,1,1,1,11,100,10,10
129,51.49309,-0.16546,4,1,1,3,1,80,10,10
70,51.52562,-0.16035,2,1,1,3,18,90,10,10
139,51.51423,-0.17873,4,1.5,2,5,24,97,10,9
80,51.47763,-0.01634,5,2,2,3,25,99,10,10
32,51.52586,-0.17019,1,1.5,1,7,20,94,9,10
425,51.45333,-0.18215,10,3,5,5,1,100,10,10
100,51.444,-0.18777,4,2,2,60,4,93,10,10
150,51.5346,-0.19639,4,1,2,2,31,93,10,9
150,51.51658,-0.11509,4,1,1,3,32,91,10,9
45,51.47978,-0.07089,1,1,1,7,2,100,10,10
448,51.52275,-0.15777,6,2,2,2,67,92,10,9
75,51.5399,-0.12135,2,1,1,3,2,100,9,10
30,51.53009,-0.09846,2,1.5,1,30,2,100,10,10
28,51.60231,-0.14476,1,1,1,1,21,99,10,10
80,51.43066,-0.06195,5,1,2,2,5,100,10,9
120,51.49592,-0.10405,4,1,2,2,30,98,10,10
86,51.50888,-1e-04,4,2,2,90,43,97,10,9
20,51.578,-0.07274,1,1,1,4,1,100,10,10
450,51.51764,-0.13487,2,2,1,7,19,100,10,10
20,51.57823,-0.0711,1,1,1,4,2,90,10,10
15,51.57925,-0.0727,1,1,1,4,1,80,6,6
20,51.5796,-0.07132,1,1,1,4,1,100,8,8
73,51.52257,-0.20617,4,1,1,2,19,91,9,9
48,51.51538,0.03147,2,1,1,2,9,96,10,10
46,51.595,0.0031,2,1,1,2,25,99,9,10
28,51.57813,-0.11019,2,1,1,1,158,96,10,10
134,51.46441,-0.10668,8,1.5,4,7,6,100,9,10
80,51.49061,-0.10038,4,1,1,1,7,94,9,9
199,51.48873,-0.29119,7,2,2,3,11,91,9,9
167,51.52589,-0.08175,7,2,2,2,34,91,9,9
66,51.5583,-0.09592,2,1,1,1,15,93,9,9
48,51.53783,-0.00405,2,1,1,2,108,96,10,10
110,51.49696,-0.21195,4,1,2,3,4,93,9,9
55,51.54579,-0.18042,2,1,1,3,22,91,10,9
180,51.47198,-0.10768,1,1,1,1,1,100,10,10
28,51.52893,-0.02026,2,1.5,1,4,7,94,9,9
160,51.51043,-0.12496,2,1,1,7,27,99,10,10
51,51.47076,-0.04306,2,1,1,60,21,96,10,9
95,51.48657,0.0669,2,1,1,1,5,100,10,9
20,51.47083,-0.17509,1,2,1,4,2,100,9,10
27,51.49413,-0.23022,2,1,1,2,4,75,10,7
61,51.52331,-0.04361,2,1,1,2,38,92,9,9
59,51.50967,-0.27673,2,1.5,1,1,17,94,10,9
39,51.47538,-0.09201,2,1,1,2,9,100,10,10
120,51.45949,-0.05181,5,1.5,3,3,3,100,9,9
26,51.55385,-0.07416,1,1,1,3,4,100,10,10
40,51.52682,-0.05023,2,1,1,5,1,100,10,10
100,51.54502,-0.21484,2,1,1,1,1,100,10,10
85,51.61534,0.04146,6,1,3,2,8,100,10,10
70,51.52544,-0.06996,2,1,1,1,80,92,10,9
99,51.47475,-0.21349,8,2.5,4,14,12,93,9,10
137,51.5431,-0.19473,6,2,4,30,1,100,10,10
80,51.54726,-0.20794,2,1,1,30,23,98,10,10
130,51.4708,-0.17279,5,3,3,7,2,100,10,10
73,51.49231,-0.13254,4,1,1,4,30,99,10,9
50,51.52353,-0.08925,2,1,1,1,97,99,10,10
130,51.43341,-0.0341,6,2,3,5,5,100,10,10
49,51.51846,-0.20779,1,1.5,1,1,152,96,10,10
70,51.53869,-0.11451,2,1,1,2,9,96,9,9
36,51.48221,-0.21859,2,1,1,1,24,97,10,9
32,51.57187,-0.30622,2,1,1,1,4,93,10,9
35,51.49406,0.07313,2,1,1,1,12,92,10,10
80,51.48786,-0.20667,2,1,1,5,17,98,10,9
150,51.5381,-0.25897,6,1.5,3,2,40,92,9,9
55,51.46416,-0.0493,2,1,1,1,16,100,10,10
30,51.54886,-0.47229,2,1.5,1,1,4,100,10,10
46,51.46226,-0.03635,2,1,1,2,130,98,10,10
130,51.51893,-0.13941,6,2,3,3,12,92,10,9
35,51.58524,-0.09239,2,1,1,1,33,99,9,10
33,51.50456,-0.22754,1,1,1,1,29,99,10,10
40,51.49216,-0.13826,1,1,1,1,57,98,10,10
21,51.53693,-0.06617,2,1,1,1,45,94,9,9
67,51.46463,-0.14925,4,2,2,1,10,100,10,10
46,51.51893,-0.20662,1,1.5,1,1,98,96,10,10
100,51.5055,-0.06429,2,1,2,12,3,100,10,10
140,51.53239,0.01021,8,1.5,3,3,41,91,9,9
70,51.52013,-0.21155,2,1,1,5,12,98,10,10
18,51.55161,0.08585,2,1,1,1,5,88,8,9
17,51.55139,0.08773,1,1,1,2,25,96,9,10
62,51.51375,-0.19129,4,1,1,1,61,89,10,9
18,51.55244,0.08659,2,1,1,2,23,97,9,9
99,51.47099,-0.19697,4,1,3,3,37,93,10,9
79,51.53291,-0.11194,2,1,1,3,1,100,10,10
95,51.49393,-0.22256,3,1,1,3,2,100,10,10
225,51.45991,-0.05922,7,2.5,4,5,2,90,10,9
55,51.39741,-0.08411,2,1,1,7,11,98,9,9
45,51.49943,-0.01996,2,1,1,1,2,80,6,8
145,51.5157,-0.12431,4,1,2,3,46,97,10,10
90,51.52526,-0.08186,2,1,1,7,24,98,10,10
69,51.45042,-0.12359,2,1,1,28,27,96,10,10
150,51.51886,-0.21625,2,1,1,1,15,100,10,10
60,51.65187,-0.20352,2,1,1,2,77,99,10,10
145,51.49963,-0.1809,2,1,1,5,27,99,10,10
159,51.50081,-0.27604,6,2,2,2,5,100,10,10
39,51.5116,0.06293,2,1,1,2,38,97,10,10
101,51.52895,-0.12398,2,1,1,10,5,96,10,10
99,51.47346,-0.1741,4,2,2,2,4,80,9,9
60,51.55491,-0.05561,2,1,1,4,3,100,8,9
60,51.5244,-0.18741,2,1,1,1,4,100,10,10
24,51.4734,0.18958,1,1,1,1,79,97,9,10
11,51.37564,-0.17954,1,1.5,1,1,21,97,9,10
150,51.49247,-0.09017,5,2,2,3,18,90,9,9
16,51.38566,-0.12526,2,1.5,1,3,8,83,8,8
22,51.37706,-0.30163,1,1,1,1,2,100,10,10
31,51.44521,-0.1045,2,1,1,1,1,100,10,10
70,51.51006,0.01284,2,1,1,2,153,97,10,9
160,51.46994,-0.11927,4,1,2,3,4,95,10,10
68,51.47082,-0.05331,4,1,2,7,2,100,9,10
95,51.54766,-0.15228,2,1,1,90,8,89,9,8
188,51.45771,-0.10913,6,2.5,3,2,43,98,10,10
162,51.52052,-0.16192,4,2,1,1,8,90,10,9
215,51.54149,-0.16986,6,1,3,1,2,80,10,8
159,51.52558,-0.0815,6,1,2,2,33,99,10,10
125,51.46403,-0.15438,1,1,1,1,2,100,10,10
286,51.47171,-0.20249,8,3,4,1,1,100,10,10
110,51.46516,-0.00717,4,1,2,2,1,100,8,8
165,51.51514,-0.19383,5,1,1,3,1,60,8,6
50,51.50274,0.03281,2,1,1,2,2,80,10,10
42,51.54652,-0.14455,1,1,1,3,97,96,10,10
52,51.54901,-0.45811,2,1,1,1,1,60,8,6
70,51.46401,-0.18209,2,1,1,2,7,100,10,10
80,51.54699,-0.06069,2,1,1,1,2,90,8,10
17,51.54572,0.05033,2,1.5,1,1,14,80,8,9
85,51.46178,-0.17428,4,2,2,1,4,100,10,10
115,51.51733,-0.21026,2,1.5,1,2,2,100,10,10
70,51.38017,-0.10005,4,1,2,2,10,88,9,9
75,51.53595,-0.09045,4,1,2,3,19,96,10,10
25,51.54264,-0.16495,1,1,1,1,8,90,10,9
249,51.49119,-0.16375,6,1,2,3,1,100,10,10
25,51.47118,-0.10242,1,1,2,4,33,100,10,10
24,51.52129,-0.07043,2,1,1,1,96,83,10,9
24,51.52093,-0.07185,2,1,1,1,104,89,10,9
30,51.47979,-0.09956,2,1,1,2,1,100,10,10
55,51.50685,-0.02276,2,3.5,1,25,15,97,10,10
61,51.49202,-0.24641,2,1,1,2,3,100,9,9
72,51.52415,-0.05687,6,1,2,2,35,93,9,9
250,51.4194,-0.15044,12,3,6,2,1,100,6,10
102,51.38207,-0.09751,4,2,2,3,9,98,10,10
183,51.51731,-0.18977,6,1,2,3,25,96,10,10
70,51.51006,-0.12776,2,1,1,1,292,99,10,10
120,51.44208,-0.18308,4,2,2,3,3,100,10,10
85,51.52106,-0.07468,2,1,1,7,5,100,10,10
22,51.53299,-0.34056,1,1,1,2,25,92,9,9
65,51.59738,-0.11655,2,1,1,1,1,100,8,8
25,51.4069,-0.08471,1,1,1,1,30,99,9,10
50,51.4631,-0.25266,2,1,1,2,72,94,9,9
92,51.54751,-0.15666,4,1,1,3,23,90,10,9
90,51.49458,-0.18346,3,1,1,3,37,91,10,9
170,51.54945,-0.16532,4,1,2,1,1,100,10,10
81,51.49242,-0.04089,4,2,1,3,17,91,10,9
60,51.49285,-0.0413,2,1,1,4,16,92,9,9
42,51.4718,-0.16814,1,1,1,15,83,98,10,10
450,51.51535,-0.16446,9,3,4,1,54,90,10,9
79,51.50023,-0.06903,4,1,2,3,10,91,10,10
125,51.5217,-0.19605,3,2,1,3,13,97,10,10
61,51.5168,-0.11057,3,1,2,2,38,99,10,10
61,51.55312,-0.18886,4,1,1,2,9,88,9,8
22,51.55867,-0.05679,2,1,1,2,6,95,8,10
45,51.59232,-0.03152,2,1,1,3,11,95,9,10
120,51.52999,-0.06857,4,1,2,2,2,90,10,10
87,51.44682,-0.14493,2,1,1,2,64,99,10,10
184,51.48849,-0.19022,4,2,2,3,22,84,10,9
116,51.5192,-0.07211,4,1,1,2,38,82,9,8
110,51.45284,-0.05856,5,1,3,2,2,90,10,10
195,51.51633,-0.15198,4,1,2,6,6,96,10,10
258,51.46887,-0.12881,6,1,2,2,58,98,10,10
54,51.49762,-0.19556,2,1,1,1,59,94,10,9
266,51.54226,-0.11005,4,1,2,1,71,95,10,9
71,51.53704,-0.0469,3,1,1,120,29,96,10,9
30,51.44505,-0.02588,2,1,1,2,3,93,9,9
349,51.49256,0.04826,4,1,2,2,14,92,9,9
65,51.45665,-0.18145,1,1,1,1,4,100,10,10
75,51.51774,-0.26614,4,1,2,2,3,87,7,10
250,51.44849,-0.12583,3,1,1,1,180,96,9,8
69,51.47039,-0.11162,4,2,2,2,25,97,9,10
60,51.55033,-0.1293,2,1,1,2,14,89,9,9
55,51.45645,-0.21612,2,1,1,1,29,99,10,10
24,51.52111,-0.07106,2,1,1,1,99,87,10,9
30,51.62196,-0.14727,2,1,1,2,5,92,10,9
105,51.51329,-0.17828,3,1,1,1,17,86,10,8
17,51.62038,-0.08099,1,1,1,2,78,98,9,10
150,51.47346,-0.34524,4,3.5,2,60,2,90,10,9
43,51.47476,-0.20687,2,1.5,1,2,139,99,10,10
35,51.49289,-0.03782,2,1,1,1,1,80,8,8
90,51.46682,-0.11365,4,2,2,6,4,95,10,10
110,51.54184,0.03975,4,1.5,2,14,1,100,10,10
100,51.42172,-0.30346,4,1,2,1,28,91,9,9
83,51.58767,-0.09776,2,1,1,1,31,83,8,9
60,51.52129,0.05016,3,1,1,1,1,100,10,10
118,51.58878,-0.09819,4,1,1,1,5,64,8,8
121,51.51444,-0.12674,2,1,1,2,55,92,10,9
85,51.60227,-0.14433,3,1,2,3,32,99,9,10
46,51.56421,-0.09496,2,1.5,1,3,6,93,9,9
55,51.4596,-0.16355,2,1,1,2,58,95,10,9
62,51.53571,-0.0909,2,2,1,2,28,87,9,8
90,51.54005,-0.13974,2,1.5,1,2,1,100,10,10
81,51.55376,-0.09758,6,1,3,2,8,93,9,9
39,51.54508,-0.05386,1,1,1,31,1,80,10,6
31,51.62436,-0.09965,2,1,1,2,11,98,10,10
50,51.5359,-0.09635,2,1,1,1,17,96,10,9
170,51.58338,-0.03461,6,1,3,2,4,95,10,9
25,51.60777,-0.12659,2,1,1,1,89,98,10,10
76,51.46364,-0.18581,3,1,1,3,10,98,9,10
72,51.52119,0.04984,6,1,2,1,9,88,9,9
110,51.53192,-0.0658,3,2,1,4,6,100,10,10
59,51.47433,-0.06874,3,1,1,3,22,94,9,9
50,51.49619,-0.2342,2,2,1,1,9,96,9,10
100,51.52531,-0.05999,6,1,2,2,25,89,10,9
85,51.50832,-0.0659,3,1,1,2,14,98,10,10
16,51.44356,-0.11407,1,1.5,1,1,122,96,10,10
420,51.53687,-0.04362,8,2,4,1,29,97,9,9
55,51.53768,-0.05899,2,1,1,2,33,99,10,10
140,51.53704,-0.05935,2,1,1,5,5,100,10,10
46,51.48589,-0.10757,2,1,1,60,29,98,10,10
89,51.48779,-0.17696,2,1,1,2,19,94,10,9
52,51.53571,-0.07037,2,1,1,2,1,100,10,10
110,51.51801,-0.07345,5,1,1,2,50,86,10,9
51,51.5159,0.01217,2,1,1,2,10,98,9,10
28,51.53171,-0.09147,2,1,1,2,4,85,8,10
25,51.57044,-0.03037,3,1.5,1,2,1,100,10,10
57,51.5309,-0.10093,2,1.5,1,3,5,100,10,8
451,51.50758,-0.1237,10,3,3,2,3,80,10,9
120,51.51588,0.01021,4,1,2,6,4,100,10,10
180,51.5478,-0.17085,9,3,5,3,2,80,10,10
109,51.54175,-0.13778,5,1,2,3,1,100,10,10
55,51.48533,-0.21314,2,1,1,5,22,97,10,10
80,51.55732,-0.11245,2,1,1,2,18,98,10,10
75,51.46305,-0.12431,2,1,1,2,2,90,10,10
90,51.53443,-0.10263,2,1,1,1,15,94,10,9
50,51.58572,-0.13822,2,1,1,1,132,98,10,10
275,51.50103,-0.09967,5,2,2,1,8,91,9,9
100,51.51175,-0.13395,3,1,1,2,16,95,10,10
30,51.44351,-0.21562,2,1,1,1,2,100,9,10
170,51.50021,-0.11242,5,1,3,2,39,94,10,9
35,51.51627,-0.05429,2,1,1,4,5,100,10,10
22,51.49767,-0.3126,2,1.5,1,3,1,100,8,10
240,51.51962,0.04841,9,2,3,1,24,89,8,9
50,51.53517,-0.138,4,1.5,1,3,48,83,10,9
38,51.53574,-0.1174,2,1,1,2,138,97,10,10
38,51.59723,-0.07622,2,1,1,7,15,99,9,10
115,51.49281,-0.16398,4,1,1,3,3,93,10,9
27,51.51633,-0.05488,2,1,1,3,41,89,9,9
49,51.49548,-0.18344,2,1,1,4,3,100,10,10
90,51.52796,-0.03067,2,1,1,2,5,100,10,9
26,51.40373,-0.20974,2,1,1,1,41,89,9,9
70,51.50204,-0.21509,1,1,1,1,24,95,10,10
46,51.47214,-0.13802,2,1.5,1,1,4,75,8,8
115,51.50161,-0.18374,2,1,1,2,12,91,10,9
25,51.5793,-0.4143,2,1,1,1,137,98,10,10
40,51.60913,-0.11958,2,1,1,1,1,100,10,10
35,51.55888,-0.23283,2,1,1,5,56,91,9,9
34,51.54637,-0.03601,2,1,1,3,33,98,9,10
85,51.47515,-0.05941,2,1,2,2,1,100,6,10
75,51.44667,-0.05394,4,1,2,3,21,97,9,9
31,51.4061,-0.1644,2,1,1,1,1,20,6,4
215,51.4555,-0.31761,5,1,2,7,23,96,10,9
433,51.51393,-0.14299,6,2,2,2,22,100,10,10
200,51.6094,0.10868,6,1,1,4,1,40,8,4
220,51.56061,-0.11951,7,1.5,3,3,22,100,9,10
300,51.49134,-0.17111,5,1.5,2,6,17,99,10,9
54,51.48839,-0.18709,1,1,1,2,4,93,10,10
280,51.52328,-0.19081,6,2,2,3,43,95,9,10
20,51.53653,0.08646,1,1,1,1,13,80,9,9
40,51.38808,-0.26755,2,1,1,1,47,97,9,10
95,51.55206,-0.06549,4,1,2,2,20,95,10,9
99,51.52032,-0.1182,4,1,1,1,40,84,10,9
99,51.58053,-0.10557,2,1,1,21,1,60,4,2
118,51.53982,0.03955,4,1,2,4,4,100,9,10
61,51.50532,-0.06679,8,1,3,2,51,94,10,10
77,51.43698,-0.0993,8,3,4,4,10,80,9,8
139,51.46309,-0.15908,4,2,2,2,32,93,10,9
14,51.43435,-0.06159,1,1,1,7,26,98,10,10
275,51.52253,-0.13915,5,1,2,3,12,90,10,9
66,51.5371,-0.18871,3,1,2,3,27,91,10,9
95,51.44578,-0.33691,4,1,2,4,14,100,10,10
115,51.51603,-0.19296,2,1,1,14,1,100,10,10
51,51.55714,-0.04892,2,1.5,1,3,2,100,8,10
30,51.50367,-0.22115,2,1,1,1,101,86,9,9
150,51.49689,-0.06677,5,1,1,2,13,93,10,9
30,51.56141,0.09468,2,1,1,2,25,95,8,9
157,51.46507,-0.19454,6,2,2,2,2,100,9,9
99,51.52919,-0.17792,7,1,3,3,44,91,10,9
215,51.53334,-0.06624,3,1,1,9,4,100,9,10
60,51.46331,-0.11689,3,1,1,2,1,100,10,10
210,51.55782,-0.21312,16,2.5,7,2,19,91,9,9
500,51.51155,-0.152,6,2.5,3,30,5,96,10,9
90,51.53389,-0.2422,2,1,1,1,1,100,10,10
75,51.50655,-0.03784,2,1,1,2,4,100,10,10
200,51.57735,0.08791,6,1,1,4,7,86,9,9
41,51.53274,-0.13295,2,1,1,1,1,60,8,6
80,51.54308,-0.1111,2,1,1,2,2,80,10,9
149,51.52146,-0.16631,4,1,2,90,39,94,10,10
27,51.53473,-0.24556,2,1,1,1,82,96,10,10
175,51.56921,0.02563,10,2.5,4,2,16,99,9,10
200,51.60454,0.15808,6,1,1,4,1,60,6,8
90,51.5668,-0.09561,4,2,2,2,9,84,9,8
100,51.49785,-0.04824,4,2,2,3,113,97,10,9
39,51.46462,-0.1601,1,1,1,2,11,100,10,10
69,51.51884,-0.22469,4,1,1,2,14,100,9,10
60,51.49781,-0.0526,2,1,1,1,16,94,10,9
50,51.38906,-0.26841,2,1,1,2,38,98,9,10
120,51.49871,-0.0196,2,1,1,7,3,100,9,9
100,51.53352,-0.03405,4,1,2,4,7,100,9,10
90,51.53846,-0.06787,5,2.5,3,3,5,72,8,7
95,51.55285,-0.10676,2,1,1,2,32,94,10,10
21,51.51458,-0.24794,2,1.5,1,7,6,97,10,10
64,51.49836,-0.01953,4,1,1,3,13,92,10,9
91,51.43998,-0.12624,4,1,1,2,10,89,9,8
55,51.52195,-0.21065,2,1,1,15,8,88,10,9
30,51.44587,0.00986,2,1,1,3,32,83,9,9
34,51.35039,-0.0909,1,1.5,1,1,11,100,10,10
40,51.46244,-0.2211,1,1,1,4,35,99,10,10
80,51.5325,0.02386,6,1,1,2,26,93,9,9
110,51.51346,-0.01657,8,2,3,1,19,84,9,9
85,51.51204,-0.01701,8,2,3,1,53,87,9,9
106,51.52514,-0.0802,2,1,1,2,14,100,10,10
30,51.50076,-0.01867,1,1,1,2,2,90,10,10
45,51.59122,-0.03578,3,1,1,3,11,96,9,10
230,51.48351,-0.17608,4,1,2,3,2,100,10,10
180,51.42282,-0.14419,5,1.5,3,7,1,100,10,10
115,51.50827,0.01433,2,1,1,1,8,100,9,10
25,51.47469,-0.11278,2,1,1,2,107,96,9,10
101,51.51047,-0.11879,4,1,2,21,9,93,10,9
425,51.49222,-0.18732,6,2,3,3,31,97,10,10
353,51.43953,-0.21996,8,4,5,1,1,100,8,6
99,51.52996,-0.21675,4,1,2,2,7,100,10,10
180,51.53417,-0.09427,2,2,1,4,24,94,10,9
115,51.472,-0.18614,4,1,2,5,17,88,9,9
31,51.56601,-0.12546,2,2,1,2,157,99,9,10
105,51.50234,-0.24125,4,2,2,2,2,70,9,9
120,51.45327,-0.10016,4,1,2,2,45,100,10,10
80,51.53575,-0.24166,2,1,1,2,1,100,10,10
175,51.4869,-0.18906,4,2,2,5,8,93,10,9
29,51.48871,-0.03119,1,1,1,1,3,100,10,10
60,51.49626,-0.14672,2,1.5,1,7,1,100,10,10
64,51.49835,-0.07792,4,1,1,2,31,86,10,9
60,51.40223,-0.2949,3,1,2,2,83,96,10,10
55,51.48077,-0.11295,2,1,1,2,1,100,8,10
20,51.56057,-0.22049,1,2.5,1,28,8,83,9,9
22,51.59983,0.2249,2,1,1,1,2,100,10,10
32,51.51496,-0.06878,2,1,1,59,5,96,10,10
120,51.46498,-0.1317,3,1,2,2,5,96,10,10
120,51.51769,-0.05413,2,1,1,1,113,81,9,8
85,51.51265,-0.06279,5,2,2,4,23,95,9,10
199,51.46036,-0.11487,4,1,2,1,2,100,10,10
60,51.41847,-0.32329,4,1,1,4,9,100,10,10
135,51.52582,-0.12297,2,1,1,2,56,98,10,10
30,51.55218,-0.06367,2,1,1,2,7,91,10,10
25,51.5356,-0.02234,1,1,1,20,7,100,10,10
65,51.53094,-0.03022,2,1,1,7,1,100,10,10
28,51.49391,-0.00718,2,1.5,1,2,1,60,4,2
81,51.46867,-0.09713,5,2,2,2,14,93,9,10
50,51.41359,-0.21418,1,2,4,1,4,100,10,10
20,51.56837,0.11759,1,1,1,1,32,94,9,10
94,51.56146,-0.06776,2,1,1,2,25,95,10,10
63,51.49225,-0.19011,4,1.5,2,1,7,89,10,9
110,51.49083,-0.0384,4,1,2,2,16,98,10,10
80,51.502,-0.10689,2,1,1,1,1,100,10,10
130,51.4657,-0.16381,6,2,3,3,7,91,10,9
70,51.5537,-0.07097,2,1,2,7,1,100,10,8
40,51.46526,-0.1547,2,1,1,2,4,100,10,10
22,51.53869,0.07533,1,1,1,1,93,96,10,9
29,51.55313,-0.03762,3,1,1,2,45,94,9,10
115,51.58528,-0.18289,6,1,3,7,39,96,10,10
90,51.42612,-0.04298,4,2,2,10,11,100,9,10
40,51.43411,-0.12983,2,1,1,2,30,98,10,10
400,51.56665,0.00173,8,1.5,3,3,13,100,9,10
40,51.53089,-0.06099,2,1,1,2,6,97,10,9
85,51.48403,-0.09178,2,1,1,1,2,100,10,10
90,51.48559,-0.10825,2,1,1,5,2,100,10,10
100,51.52262,-0.13704,2,1,1,3,13,90,10,10
105,51.52749,-0.08135,2,1,1,4,7,100,9,9
50,51.41454,-0.06914,2,1,1,1,8,100,10,10
63,51.50243,-0.25596,2,1,1,1,27,96,10,10
75,51.47416,-0.02302,2,1,1,5,2,100,9,10
52,51.53058,-0.21119,2,2,1,1,35,99,9,10
37,51.54865,-0.06083,2,1,1,3,13,91,9,9
30,51.55255,-0.11536,1,1,1,1,1,100,10,8
200,51.58526,-0.12294,5,1.5,3,2,4,100,10,10
35,51.49392,-0.04767,2,2.5,3,1,9,96,10,10
31,51.45893,-0.43494,1,1.5,1,1,21,90,10,9
31,51.54233,-0.10214,2,1,1,5,2,70,9,7
182,51.48749,-0.14246,6,2.5,2,1,44,96,10,9
75,51.50187,-0.25593,3,1,1,1,48,97,9,10
99,51.50223,-0.25601,5,1,1,1,35,95,10,9
180,51.52647,-0.07903,4,2,2,3,20,99,10,10
37,51.43077,-0.30793,2,1,1,1,6,100,9,10
100,51.49305,-0.03659,4,2,2,2,16,93,9,10
55,51.47374,-0.02707,2,1,1,2,9,100,9,10
8,51.51301,-0.06885,2,1,1,56,10,84,8,9
74,51.52054,-0.11729,2,1,1,1,22,84,10,9
71,51.53061,-0.19421,3,1,1,1,31,93,9,9
100,51.52602,-0.3056,5,1,3,5,3,100,10,10
35,51.45714,-0.43493,3,1.5,1,1,22,88,9,9
28,51.54352,-0.06242,2,1,1,4,18,96,10,10
76,51.51689,-0.16534,2,1,1,2,29,92,10,9
22,51.54339,-0.44892,1,1,1,1,4,100,10,10
99,51.52537,-0.19635,3,1,1,4,11,89,9,9
72,51.51894,-0.03743,2,1,1,2,7,100,9,10
20,51.35828,-0.09284,2,1,1,1,24,100,10,10
549,51.51246,-0.19333,8,4.5,5,2,22,100,10,10
35,51.45839,-0.43458,2,1.5,1,1,38,92,9,9
61,51.51934,-0.0385,4,1,1,2,1,100,10,10
76,51.53087,-0.10013,4,1,1,7,7,71,9,8
90,51.45682,-0.20133,2,1,1,2,11,100,9,9
90,51.51068,-0.20609,2,1,1,2,13,94,10,10
75,51.53707,-0.13494,2,1.5,1,10,2,100,9,9
140,51.4444,-0.16155,6,2.5,4,4,23,100,10,10
53,51.44975,-0.00805,3,1,1,2,24,97,9,10
30,51.40255,-0.21024,2,1,1,1,22,88,9,9
120,51.51729,-0.19484,3,1,1,185,2,100,10,10
28,51.55981,0.0181,2,1,1,1,28,88,9,9
22,51.56049,-0.22122,2,1.5,1,14,8,88,9,8
45,51.57182,-0.11561,2,1,1,2,12,98,10,10
40,51.5315,-0.0123,2,1.5,1,1,44,89,9,9
